10072,H&B MEGA VITAMIN TEENS,6.31925,6.594,0.3,300
10102,H&B ORGANIC FLAXSEED OIL1000MG,10.34425,10.794,0.3,300
10151,H&B TRIPLE OMEGA 3-6-9 1200MG,8.61925,8.994,0.3,300
10156,H&B TRIPLE OMEGA 3-6-9 1200MG,14.36925,14.994,0.3,300
10179,H&B REGUCOL,10.51675,10.974,0.3,300
10180,H&B REGUCOL,6.03175,6.294,0.3,300
10190,H&B IRON AND VIT C,1.46625,1.53,0.3,300
10210,N/H FAT METABOLISERS,3.82375,3.99,0.3,300
10212,N/H FAT METABOLISER 2,7.41175,7.734,0.3,300
10260,H&B COLD MILLED FLAX SEEDS,6.31925,6.594,0.3,300
10332,H&B ZYGEST ENZYME FORMULA,6.58375,6.87,0.3,300
1056,GNN ARTICHOKE EXTRACT 350MG,8.65375,9.03,0.3,300
10830,WELLTEEN,6.83445,7.1316,0.3,300
10831,WELLTEEN PLUS,11.10095,11.5836,0.3,300
10834,WELLKID BABY DROPS,4.38725,4.578,0.3,300
10835,WELLKID OMEGA-3 SOFT BURST,6.59295,6.8796,0.3,300
10836,NAT GARDEN MILK THISTLE,5.74425,5.994,0.3,300
10842,H&B 5HTP VEG CAP,11.49425,11.994,0.3,300
10985,H&B DEVILS CLAW GEL,4.19175,4.374,0.3,300
11032,H&B XTRALEAN,18.14125,18.93,0.3,300
1110,H&B POTASSIUM 99MG,3.19125,3.33,0.3,300
11168,H&B IRON AND VITAMIN C,4.34125,4.53,0.3,300
11192,WELLMAN BOOST,3.98475,4.158,0.3,300
11196,H&B GRN COFFEE & RSPBRY KTONES,11.49425,11.994,0.3,300
112,H&B BREATH CHECK SOFTGELS,3.38675,3.534,0.3,300
11262,H&B CHEW VIT C 500MG + RHIPS,2.75425,2.874,0.3,300
1130,H&B PAPAYA TABLETS,3.44425,3.594,0.3,300
1140,H&B VITAMIN D3 10UG,2.04125,2.13,0.3,300
1143,H&B VITAMIN D3 10UG,4.59425,4.794,0.3,300
1150,H&B COD LIVER OIL 410MG,2.58175,2.694,0.3,300
1153,H&B COD LIVER OIL 410MG,7.46925,7.794,0.3,300
1159,H&B COD LIVER OIL 410MG,1.71925,1.794,0.3,300
1160,H&B B-6 50MG,2.29425,2.394,0.3,300
1170,H&B VITAMIN B12 100UG,4.01925,4.194,0.3,300
11802,H&B ALOE VERA JUICE,4.74375,4.95,0.3,300
11803,H&B ALOE VERA JUICE,6.64125,6.93,0.3,300
11806,H&B ALOE VERA JUICE CRANBERRY,5.16925,5.394,0.3,300
11807,H&B ALOE VERA JUICE CRANBERRY,7.90625,8.25,0.3,300
11810,H&B ALOE VERA GEL TUBE,4.01925,4.194,0.3,300
11928,H&B RASPBERRY KETONES 250MG,10.34425,10.794,0.3,300
11929,H&B RASPBERRY KETONES 500MG,17.24425,17.994,0.3,300
12,H&B GRAPESEED EXTRACT 50MG,7.92925,8.274,0.3,300
12087,WELLWOMAN BOOST X10,3.98475,4.158,0.3,300
12089,PERFECTIL MAX X84,18.47475,19.278,0.3,300
1210,H&B KLB-6,3.73175,3.894,0.3,300
1212,H&B KLB-6,6.54925,6.834,0.3,300
12160,H&B SELENIUM WITH A,C&E,4.42175,4.614,0.3,300
12164,H&B EPO 1000MG VEGGIE CAPS,7.46925,7.794,0.3,300
12169,H&B EPO 500MG VEGGIE CAPS,5.16925,5.394,0.3,300
12170,H&B SELENIUM PLUS ZINC,4.42175,4.614,0.3,300
1220,H&B BETA-CAROTENE 15MG,9.76925,10.194,0.3,300
12331,GNN BLUEBERRY EXTRACT 60MG,5.16925,5.394,0.3,300
12376,H&B O/C GARLIC VEGGIE CAP 500M,7.46925,7.794,0.3,300
1240,H&B ULTRA KLB-6,4.39875,4.59,0.3,300
1246,H&B APPLE CIDER VINEGAR DIET,4.57125,4.77,0.3,300
1250,H&B COMPLETE B,3.44425,3.594,0.3,300
1253,H&B COMPLETE B,8.04425,8.394,0.3,300
12650,H&B MAGNESIUM WITH ZINC,3.70875,3.87,0.3,300
12825,H&B CORAL CALCIUM 500MG,5.74425,5.994,0.3,300
12945,H&B HEMP SEED OIL,2.86925,2.994,0.3,300
13175,H&B EYE GUARD LUTIGOLD EXTRA,6.69875,6.99,0.3,300
13256,H&B SUPER GREEN TEA DIET,5.31875,5.55,0.3,300
1330,H&B CHELATED COPPER 2MG,4.13425,4.314,0.3,300
13306,H&B GLUC CHOND & MSM W/3-6-9,10.05675,10.494,0.3,300
13326,H&B OMEGA 3 FISH OIL 1200MG,8.04425,8.394,0.3,300
1340,H&B GUARANA 800MG,4.59425,4.794,0.3,300
13440,H&B HYALURONIC ACID 20MG,5.74425,5.994,0.3,300
1350,H&B CHELATED MANGANESE 5MG,2.98425,3.114,0.3,300
13566,H&B POMEGRANATE 250MG,6.64125,6.93,0.3,300
1370,H&B VITAMIN B12 500UG,4.59425,4.794,0.3,300
13709,OSTEOCARE LIQUID,3.21195,3.3516,0.3,300
13790,PERFECTIL,7.55895,7.8876,0.3,300
13791,H&B TRIPLE CRANBERRY COM,9.28625,9.69,0.3,300
1380,H&B TR VITAMIN B12 1000UG,7.46925,7.794,0.3,300
13986,H&B FIBRE FORCE,6.60675,6.894,0.3,300
14020,GNN CINNAMON 500MG,9.76925,10.194,0.3,300
1403,H&B FOLIC ACID 400MCG,4.59425,4.794,0.3,300
14198,H&B TRIPLE B PLUS,7.46925,7.794,0.3,300
14325,H&B VITAL EYES,3.99625,4.17,0.3,300
1450,H&B FLAXSEED OIL 1000MG,4.28375,4.47,0.3,300
1452,H&B FLAXSEED OIL 1000MG,7.67625,8.01,0.3,300
1480,H&B NIACIN 100MG,2.29425,2.394,0.3,300
14967,H&B BLUEBERRY VISION,11.49425,11.994,0.3,300
15022,PE LIQ L-CARNITINE 500MG LEMON,8.61925,8.994,0.3,300
15135,PE BCAA,8.04425,8.394,0.3,300
15156,PE CREATINE ETHYL ESTER,15.51925,16.194,0.3,300
15167,GNN MARSHMALLOW 405MG,6.31925,6.594,0.3,300
1520,H&B BETA-CAROTENE 6MG,4.01925,4.194,0.3,300
1540,H&B POTENT ACIDOPHILUS,6.89425,7.194,0.3,300
1553,H&B SILICA COMPLEX,7.10125,7.41,0.3,300
15586,H&B L-CARNITINE & ALPHA LIPOIC,13.59875,14.19,0.3,300
15592,H&B CO-Q10 100MG,10.89625,11.37,0.3,300
15602,H&B SILICA COMPLEX,12.81675,13.374,0.3,300
15605,H&B VITAMIN D3 25UG,4.59425,4.794,0.3,300
1561,H&B RUTIN 500MG,10.3431,10.7928,0.3,300
15691,H&B BLACK CHERRY EXT 1000MG,7.00925,7.314,0.3,300
15847,H&B CHA-DE-BUGRE 500MG,8.04425,8.394,0.3,300
15904,PE L-CARNITINE LIQUID 1500MG,12.06925,12.594,0.3,300
16105,H&B HIGH CONC FISH OIL 1360MG,14.40375,15.03,0.3,300
16154,H&B CALCIUM,MAGNESIUM + VIT D,5.16925,5.394,0.3,300
1642,GNN SAW PALMETTO COMPLEX,6.31925,6.594,0.3,300
16650,H&B ROSE HIP 750MG 120'S,11.26425,11.754,0.3,300
16651,H&B ROSE HIP 750MG,20.11925,20.994,0.3,300
1670,H&B B-1 100MG,2.00675,2.094,0.3,300
1677,PE L-CARNITINE 500MG 30 CAPS,7.44625,7.77,0.3,300
1682,H&B L-CARNITINE 500MG TABLETS,7.44625,7.77,0.3,300
1684,H&B L-CARNITINE 500MG,13.50675,14.094,0.3,300
1696,H&B VITAMIN B12 25UG,2.00675,2.094,0.3,300
16962,H&B ESTER C 500MG NON-ACIDIC,12.41425,12.954,0.3,300
17352,H&B GLUC/CHON & ROSE HIPS,10.91925,11.394,0.3,300
17505,GNN GREEN TEA EXTRACT 750MG,11.49425,11.994,0.3,300
17720,H&B RESVERATROL 50MG,9.51625,9.93,0.3,300
17875,H&B VITAMIN K2 50UG,7.46925,7.794,0.3,300
1796,H&B HERBAL IRON LIQUID,5.74425,5.994,0.3,300
180,H&B L-TYROSINE 500MG,2.84625,2.97,0.3,300
1820,H&B VIT C 250MG,1.71925,1.794,0.3,300
1841,GNN CATS CLAW 300MG,4.91625,5.13,0.3,300
18520,H&B TRIPLE OMEGA 3-6-9 1000MG,12.06925,12.594,0.3,300
18522,H&B TRIPLE OMEGA 3-6-9 1000MG,6.89425,7.194,0.3,300
1853,H&B CO-Q10 120MG,12.39125,12.93,0.3,300
1894,PE L-CARNITINE 500MG 60TABS,13.50675,14.094,0.3,300
190,H&B B COMPLEX & B12,2.29425,2.394,0.3,300
19000,PE L-ARGININE 500MG 50CAPS,4.01925,4.194,0.3,300
19175,H&B ACAI 500MG,9.07925,9.474,0.3,300
193,H&B B COMPLEX & B12,4.59425,4.794,0.3,300
19405,H&B OMEGA 3 1200MG PLUS D3,7.46925,7.794,0.3,300
